"Test University"
"kre119","Kresge 119","Kresge","Kresge Test Curriculum","kre99","kre102",""
"kre152","Kresge 152","Kresge","","kre103","kre119","kre99"
"kre159","Kresge 159","Kresge","","kre103","kre99","kre22"
"kre163","Kresge 163","Kresge","","kre103","kre119",""
"kre172","Kresge 172","Kresge","","kre102","kre163","kre99"
"kre182","Kresge 182","Kresge","","kre163","kre103","kre102"
"kre183","Kresge 183","Kresge","","kre30","kre172","kre70"
"kre186","Kresge 186","Kresge","","kre70","kre182","kre172"
"lin13","Linguistics 13","Linguistics","Linguistics Test Curriculum","","",""
"lin28","Linguistics 28","Linguistics","Linguistics Test Curriculum","","",""
"lin60","Linguistics 60","Linguistics","Linguistics Test Curriculum","lin13","",""
"lin78","Linguistics 78","Linguistics","Linguistics Test Curriculum","lin60","lin13",""
"lin105","Linguistics 105","Linguistics","Linguistics Test Curriculum","lin78","lin28",""
"lin106","Linguistics 106","Linguistics","Linguistics Test Curriculum","lin78","",""
"lin108","Linguistics 108","Linguistics","Linguistics Test Curriculum","lin28","lin106",""
"lin123","Linguistics 123","Linguistics","Linguistics Test Curriculum","lin105","lin60",""
"lin126","Linguistics 126","Linguistics","Linguistics Test Curriculum","lin78","",""
"lin132","Linguistics 132","Linguistics","Linguistics Test Curriculum","lin60","lin78","lin123"
"lin161","Linguistics 161","Linguistics","","lin105","lin28",""
"lin175","Linguistics 175","Linguistics","","lin161","lin78","lin106"
"lin185","Linguistics 185","Linguistics","","lin105","lin60","lin132"
"lin191","Linguistics 191","Linguistics","","lin175","lin108","lin28"
"lin197","Linguistics 197","Linguistics","","lin60","lin132",""
"mar21","Marine Biology 21","Marine Biology","Marine Biology Test Curriculum","","",""
"mar24","Marine Biology 24","Marine Biology","Marine Biology Test Curriculum","mar21","",""
"mar34","Marine Biology 34","Marine Biology","Marine Biology Test Curriculum","mar21","",""
"mar46","Marine Biology 46","Marine Biology","Marine Biology Test Curriculum","mar34","mar24",""
"mar50","Marine Biology 50","Marine Biology","Marine Biology Test Curriculum","mar24","",""
"mar62","Marine Biology 62","Marine Biology","Marine Biology Test Curriculum","mar21","mar24","mar34"
"mar76","Marine Biology 76","Marine Biology","Marine Biology Test Curriculum","mar21","mar34","mar46"
"mar86","Marine Biology 86","Marine Biology","Marine Biology Test Curriculum","mar34","mar24",""
"mar113","Marine Biology 113","Marine Biology","Marine Biology Test Curriculum","mar86","mar62",""
"mar148","Marine Biology 148","Marine Biology","Marine Biology Test Curriculum","mar21","mar46",""
"mar155","Marine Biology 155","Marine Biology","","mar24","",""
"mar162","Marine Biology 162","Marine Biology","","mar155","mar21","mar113"
"mar178","Marine Biology 178","Marine Biology","","mar34","mar21",""
"mar179","Marine Biology 179","Marine Biology","","mar46","mar50","mar148"
"neu6","Neuro Psychology 6","Neuro Psychology","Neuro Psychology Test Curriculum","","",""
"neu7","Neuro Psychology 7","Neuro Psychology","Neuro Psychology Test Curriculum","neu6","",""
"neu19","Neuro Psychology 19","Neuro Psychology","Neuro Psychology Test Curriculum","neu7","",""
"neu28","Neuro Psychology 28","Neuro Psychology","Neuro Psychology Test Curriculum","neu19","neu7",""
"neu31","Neuro Psychology 31","Neuro Psychology","Neuro Psychology Test Curriculum","","",""
"neu35","Neuro Psychology 35","Neuro Psychology","Neuro Psychology Test Curriculum","neu28","neu19","neu6"
"neu43","Neuro Psychology 43","Neuro Psychology","Neuro Psychology Test Curriculum","neu19","",""
"neu59","Neuro Psychology 59","Neuro Psychology","Neuro Psychology Test Curriculum","neu19","neu31",""
"neu82","Neuro Psychology 82","Neuro Psychology","Neuro Psychology Test Curriculum","neu43","",""
"neu137","Neuro Psychology 137","Neuro Psychology","Neuro Psychology Test Curriculum","neu82","neu43","neu7"
"neu147","Neuro Psychology 147","Neuro Psychology","Neuro Psychology Test Curriculum","neu59","neu28","neu31"
"neu163","Neuro Psychology 163","Neuro Psychology","","neu28","neu147",""
"neu166","Neuro Psychology 166","Neuro Psychology","","neu163","neu147",""
"neu180","Neuro Psychology 180","Neuro Psychology","","neu163","",""
"neu200","Neuro Psychology 200","Neuro Psychology","","neu163","neu28","neu35"
"oce28","Oceanography 28","Oceanography","Oceanography Test Curriculum","","",""
"oce72","Oceanography 72","Oceanography","Oceanography Test Curriculum","","",""
"oce78","Oceanography 78","Oceanography","Oceanography Test Curriculum","oce72","oce28",""
"oce95","Oceanography 95","Oceanography","Oceanography Test Curriculum","oce78","oce28",""
"oce131","Oceanography 131","Oceanography","Oceanography Test Curriculum","","",""
"oce136","Oceanography 136","Oceanography","Oceanography Test Curriculum","oce28","oce131","oce72"
"oce148","Oceanography 148","Oceanography","Oceanography Test Curriculum","oce136","oce95",""
"oce154","Oceanography 154","Oceanography","","oce136","oce28","oce78"
"oce158","Oceanography 158","Oceanography","","oce28","oce136",""
"oce166","Oceanography 166","Oceanography","","oce148","oce95",""
"oce184","Oceanography 184","Oceanography","","oce28","oce148","oce72"
"oce185","Oceanography 185","Oceanography","","oce78","oce72",""
"oce194","Oceanography 194","Oceanography","","oce184","oce78","oce131"
"oce199","Oceanography 199","Oceanography","","oce185","oce184","oce158"
"psych23","Psychology 23","Psychology","Psychology Test Curriculum","","",""
"psych27","Psychology 27","Psychology","Psychology Test Curriculum","psych23","",""
"psych48","Psychology 48","Psychology","Psychology Test Curriculum","psych27","",""
"psych56","Psychology 56","Psychology","Psychology Test Curriculum","psych23","psych27",""
"psych59","Psychology 59","Psychology","Psychology Test Curriculum","psych48","",""
"psych71","Psychology 71","Psychology","Psychology Test Curriculum","psych48","psych27",""
"psych75","Psychology 75","Psychology","Psychology Test Curriculum","psych23","psych59",""
"psych114","Psychology 114","Psychology","Psychology Test Curriculum","psych71","psych23","psych56"
"psych122","Psychology 122","Psychology","Psychology Test Curriculum","psych59","psych114",""
"psych151","Psychology 151","Psychology","","psych122","",""
"psych154","Psychology 154","Psychology","","psych75","psych56",""
"psych157","Psychology 157","Psychology","","psych27","psych56","psych114"
"psych160","Psychology 160","Psychology","","psych71","psych48","psych56"
"psych168","Psychology 168","Psychology","","psych27","psych114","psych23"
"psych182","Psychology 182","Psychology","","psych157","psych154","psych23"
"soc10","Sociology 10","Sociology","Sociology Test Curriculum","","",""
"soc22","Sociology 22","Sociology","Sociology Test Curriculum","soc10","",""
"soc67","Sociology 67","Sociology","Sociology Test Curriculum","soc22","",""
"soc81","Sociology 81","Sociology","Sociology Test Curriculum","soc67","soc22",""
"soc84","Sociology 84","Sociology","Sociology Test Curriculum","soc67","soc10",""
"soc85","Sociology 85","Sociology","Sociology Test Curriculum","soc84","soc10","soc22"
"soc92","Sociology 92","Sociology","Sociology Test Curriculum","soc10","soc85",""
"soc93","Sociology 93","Sociology","Sociology Test Curriculum","soc10","soc84","soc22"
"soc112","Sociology 112","Sociology","Sociology Test Curriculum","soc81","soc10","soc93"
"soc139","Sociology 139","Sociology","Sociology Test Curriculum","soc22","soc112","soc67"
"soc156","Sociology 156","Sociology","","soc22","soc92","soc84"
"soc173","Sociology 173","Sociology","","soc67","soc84",""
"soc185","Sociology 185","Sociology","","soc156","soc22",""
"soc193","Sociology 193","Sociology","","soc85","soc173","soc22"
"thea34","Theatre Arts 34","Theatre Arts","Theatre Arts Test Curriculum","","",""
"thea49","Theatre Arts 49","Theatre Arts","Theatre Arts Test Curriculum","thea34","",""
"thea57","Theatre Arts 57","Theatre Arts","Theatre Arts Test Curriculum","","",""
"thea72","Theatre Arts 72","Theatre Arts","Theatre Arts Test Curriculum","thea49","thea34",""
"thea76","Theatre Arts 76","Theatre Arts","Theatre Arts Test Curriculum","thea72","thea49",""
"thea97","Theatre Arts 97","Theatre Arts","Theatre Arts Test Curriculum","thea72","thea34",""
"thea98","Theatre Arts 98","Theatre Arts","Theatre Arts Test Curriculum","thea57","thea76","thea72"
"thea107","Theatre Arts 107","Theatre Arts","Theatre Arts Test Curriculum","thea34","thea97","thea49"
"thea108","Theatre Arts 108","Theatre Arts","Theatre Arts Test Curriculum","thea57","thea98",""
"thea111","Theatre Arts 111","Theatre Arts","Theatre Arts Test Curriculum","thea108","thea97",""
"thea155","Theatre Arts 155","Theatre Arts","","thea108","thea76",""
"thea173","Theatre Arts 173","Theatre Arts","","thea107","thea49","thea111"
"thea182","Theatre Arts 182","Theatre Arts","","thea57","thea49","thea107"
"thea189","Theatre Arts 189","Theatre Arts","","thea182","thea76","thea107"
"thea195","Theatre Arts 195","Theatre Arts","","thea189","thea182",""
"zoo18","Zoology 18","Zoology","Zoology Test Curriculum","","",""
"zoo25","Zoology 25","Zoology","Zoology Test Curriculum","zoo18","",""
"zoo29","Zoology 29","Zoology","Zoology Test Curriculum","zoo25","zoo18",""
"zoo38","Zoology 38","Zoology","Zoology Test Curriculum","zoo29","zoo18",""
"zoo43","Zoology 43","Zoology","Zoology Test Curriculum","zoo29","zoo38",""
"zoo54","Zoology 54","Zoology","Zoology Test Curriculum","zoo18","zoo38","zoo43"
"zoo55","Zoology 55","Zoology","Zoology Test Curriculum","zoo29","",""
"zoo59","Zoology 59","Zoology","Zoology Test Curriculum","zoo43","zoo54",""
"zoo68","Zoology 68","Zoology","Zoology Test Curriculum","zoo59","zoo54",""
"zoo121","Zoology 121","Zoology","Zoology Test Curriculum","zoo38","zoo68",""
"zoo148","Zoology 148","Zoology","Zoology Test Curriculum","zoo121","zoo25","zoo54"
"zoo166","Zoology 166","Zoology","","zoo68","zoo43",""
"zoo176","Zoology 176","Zoology","","zoo148","zoo25",""
"zoo190","Zoology 190","Zoology","","zoo38","zoo43","zoo121"
